GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A2R8Y5C3	CTNNB1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	A0A2R8Y5Z1	CTNNB1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	A0A2R8Y6G0	CTNNB1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	A0A2R8Y750	CTNNB1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	A0A2R8Y7Z0	CTNNB1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	A0A2R8Y804	CTNNB1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	A0A2R8Y815	CTNNB1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	A0A2R8YCH5	CTNNB1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	A0A2R8YG06	CTNNB1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	A0A2Z5HTM8	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	A0A2Z5HTN9	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	A0A384MDX3	A0A384MDX3	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P21552|ensembl:ENSMUSP00000010941	9606	Ensembl		P
UniProtKB	A0A384MDX3	A0A384MDX3	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF86	9606	TreeGrafter		P
UniProtKB	A0A384MR07	A0A384MR07	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JI10|ensembl:ENSMUSP00000018476	9606	Ensembl		P
UniProtKB	A0A384N611	A0A384N611	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P22725|ensembl:ENSMUSP00000064878	9606	Ensembl		P
UniProtKB	A0A384N611	A0A384N611	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF33	9606	TreeGrafter		P
UniProtKB	A0A384NKY7	WNT8B	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF94	9606	TreeGrafter		P
UniProtKB	A0A384P5H7	COL6A1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q04857|ensembl:ENSMUSP00000001147	9606	Ensembl		P
UniProtKB	A0A3B3ISG4	DVL3	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10878:SF6	9606	TreeGrafter		P
UniProtKB	A0A3B3ITC6	DVL3	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10878:SF6	9606	TreeGrafter		P
UniProtKB	A0A3B3ITC9	WNT2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF86	9606	TreeGrafter		P
UniProtKB	A0A494C018	EGF	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR46513:SF5	9606	TreeGrafter		P
UniProtKB	A0A499FJK2	TGFB1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P04202|ensembl:ENSMUSP00000002678	9606	Ensembl		P
UniProtKB	A0A590UJ39	LRP8	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR46513:SF36	9606	TreeGrafter		P
UniProtKB	A0A590UKB5	LRP8	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR46513:SF36	9606	TreeGrafter		P
UniProtKB	A0A7U3L6D0	FGF4B	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P54130|ensembl:ENSMUSP00000022545	9606	Ensembl		P
UniProtKB	A0A804HI55	BCL9	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015668	9606	InterPro		P
UniProtKB	A0A804HI55	BCL9	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR15185:SF5	9606	TreeGrafter		P
UniProtKB	A0A804HIV1	BCL9	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015668	9606	InterPro		P
UniProtKB	A0A804HIV1	BCL9	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR15185:SF5	9606	TreeGrafter		P
UniProtKB	A0A804HL87	RAPGEF1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3UHC1|ensembl:ENSMUSP00000092703	9606	Ensembl		P
UniProtKB	A0A994J4F0	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	A0A994J711	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	A0A9L9PXI5	WNT3	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF82	9606	TreeGrafter		P
UniProtKB	A0A9L9PXJ3	WNT3	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026624	9606	UniProt		P
UniProtKB	A0A9L9PXJ3	WNT3	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF82	9606	TreeGrafter		P
UniProtKB	A4D0W7	WNT16	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF70	9606	TreeGrafter		P
UniProtKB	A4D0W8	WNT16	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF70	9606	TreeGrafter		P
UniProtKB	A4D125	SOSTDC1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CQN4|ensembl:ENSMUSP00000040230	9606	Ensembl		P
UniProtKB	A4QPB2	LRP5L	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR46513:SF16	9606	TreeGrafter		P
UniProtKB	A8K0G1	WNT7B	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF73	9606	TreeGrafter		P
UniProtKB	A8K0G2	A8K0G2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR46513:SF36	9606	TreeGrafter		P
UniProtKB	A8K192	A8K192	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10878:SF22	9606	TreeGrafter		P
UniProtKB	A8KAM5	A8KAM5	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR11309:SF87	9606	TreeGrafter		P
UniProtKB	B1AJZ6	WNT4	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF101	9606	TreeGrafter		P
UniProtKB	B2R6W4	B2R6W4	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR11309:SF97	9606	TreeGrafter		P
UniProtKB	B2R9H9	B2R9H9	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR11309:SF75	9606	TreeGrafter		P
UniProtKB	B2RC95	B2RC95	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR11309:SF81	9606	TreeGrafter		P
UniProtKB	B3KP10	B3KP10	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10878:SF22	9606	TreeGrafter		P
UniProtKB	B3KQ75	B3KQ75	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF33	9606	TreeGrafter		P
UniProtKB	B3KQC6	B3KQC6	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	B3KQX9	B3KQX9	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF33	9606	TreeGrafter		P
UniProtKB	B3KSI6	B3KSI6	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF33	9606	TreeGrafter		P
UniProtKB	B3KSM5	B3KSM5	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR11309:SF149	9606	TreeGrafter		P
UniProtKB	B3KTK6	B3KTK6	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR46513:SF36	9606	TreeGrafter		P
UniProtKB	B3KTN8	B3KTN8	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10878:SF5	9606	TreeGrafter		P
UniProtKB	B3KU40	B3KU40	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR46513:SF36	9606	TreeGrafter		P
UniProtKB	B4DE59	B4DE59	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF3	9606	TreeGrafter		P
UniProtKB	B4DGU4	CTNNB1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	B4DH68	B4DH68	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10878:SF22	9606	TreeGrafter		P
UniProtKB	B4DJZ2	B4DJZ2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	B4DL06	B4DL06	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	B4DL33	B4DL33	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR11309:SF75	9606	TreeGrafter		P
UniProtKB	B4DLQ0	B4DLQ0	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10878:SF8	9606	TreeGrafter		P
UniProtKB	B4DM44	B4DM44	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10878:SF8	9606	TreeGrafter		P
UniProtKB	B4DNX8	B4DNX8	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015668	9606	InterPro		P
UniProtKB	B4DNX8	B4DNX8	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR15185:SF5	9606	TreeGrafter		P
UniProtKB	B4DSW9	B4DSW9	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	B4DWD5	B4DWD5	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	B4DZY5	B4DZY5	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF11	9606	TreeGrafter		P
UniProtKB	B4E165	B4E165	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	B4E1T4	B4E1T4	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR11309:SF7	9606	TreeGrafter		P
UniProtKB	B4E236	B4E236	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR11309:SF75	9606	TreeGrafter		P
UniProtKB	B4E2D6	B4E2D6	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10878:SF8	9606	TreeGrafter		P
UniProtKB	B5BU28	CTNNB1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF4	9606	TreeGrafter		P
UniProtKB	B5BU30	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	B5MCC8	WNT10B	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF76	9606	TreeGrafter		P
UniProtKB	B7WNT5	TCF7	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF33	9606	TreeGrafter		P
UniProtKB	B7Z1E8	B7Z1E8	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10878:SF5	9606	TreeGrafter		P
UniProtKB	B7Z1Y5	B7Z1Y5	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF87	9606	TreeGrafter		P
UniProtKB	B7Z6B5	B7Z6B5	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10878:SF5	9606	TreeGrafter		P
UniProtKB	B7ZB79	B7ZB79	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR11309:SF75	9606	TreeGrafter		P
UniProtKB	B7ZLD0	LRP6	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017049	9606	InterPro		P
UniProtKB	B7ZLD0	LRP6	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR46513:SF40	9606	TreeGrafter		P
UniProtKB	B8A595	WNT7B	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF73	9606	TreeGrafter		P
UniProtKB	B8A597	WNT7B	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF73	9606	TreeGrafter		P
UniProtKB	B8A598	WNT7B	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF73	9606	TreeGrafter		P
UniProtKB	C6ZRJ5	C6ZRJ5	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	C6ZRJ6	C6ZRJ6	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	C6ZRJ7	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	C6ZRK1	C6ZRK1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	C6ZRK2	C6ZRK2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	C6ZRK4	C6ZRK4	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	C6ZRK5	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	C9J3H3	WNT10B	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF76	9606	TreeGrafter		P
UniProtKB	C9J826	JUP	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF3	9606	TreeGrafter		P
UniProtKB	C9J8I8	WNT5A	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF33	9606	TreeGrafter		P
UniProtKB	C9JCI2	WNT10B	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF76	9606	TreeGrafter		P
UniProtKB	C9JK18	JUP	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF3	9606	TreeGrafter		P
UniProtKB	C9JKY1	JUP	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF3	9606	TreeGrafter		P
UniProtKB	C9JPI2	JUP	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF3	9606	TreeGrafter		P
UniProtKB	C9JTX4	JUP	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR45976:SF3	9606	TreeGrafter		P
UniProtKB	C9JUI2	WNT2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF86	9606	TreeGrafter		P
UniProtKB	D6RAB1	LEF1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF11	9606	TreeGrafter		P
UniProtKB	D6RF47	WNT8A	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF92	9606	TreeGrafter		P
UniProtKB	D6RF94	WNT8A	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF92	9606	TreeGrafter		P
UniProtKB	D6RID7	LEF1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF11	9606	TreeGrafter		P
UniProtKB	D6RIV1	LEF1	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF11	9606	TreeGrafter		P
UniProtKB	D9ZGF5	FGF2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P15655|ensembl:ENSMUSP00000143094	9606	Ensembl		P
UniProtKB	D9ZGF6	FRZB	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR11309:SF97	9606	TreeGrafter		P
UniProtKB	D9ZGG3	WNT9A	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR12027:SF75	9606	TreeGrafter		P
UniProtKB	E2GH13	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	E2GH15	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	E2GH16	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	E2GH18	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	E2GH23	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
UniProtKB	E2GH26	TCF7L2	involved_in	GO:0060070	canonical Wnt signaling pathway	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR10373:SF32	9606	TreeGrafter		P
