#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AKT1	AKT3	9606.ENSP00000451828	9606.ENSP00000500582	0	0	0	0.981	0	0.592	0.900	0	0.957
AKT1	IKBKG	9606.ENSP00000451828	9606.ENSP00000483825	0	0	0	0	0	0.456	0.900	0	0.943
AKT1	PIK3CB	9606.ENSP00000451828	9606.ENSP00000501150	0	0	0	0	0	0.334	0.900	0	0.930
AKT2	MAPK1	9606.ENSP00000375892	9606.ENSP00000215832	0	0	0	0.592	0	0.110	0.900	0	0.907
AKT2	PIK3R2	9606.ENSP00000375892	9606.ENSP00000222254	0	0	0	0	0	0.093	0.900	0	0.905
AKT2	CDKN1B	9606.ENSP00000375892	9606.ENSP00000228872	0	0	0	0	0	0.047	0.900	0	0.900
AKT2	MDM2	9606.ENSP00000375892	9606.ENSP00000258149	0	0	0	0	0	0.050	0.900	0	0.900
AKT2	PIK3R3	9606.ENSP00000375892	9606.ENSP00000262741	0	0	0	0	0	0.093	0.900	0	0.905
AKT2	MAPK3	9606.ENSP00000375892	9606.ENSP00000263025	0	0	0	0.587	0	0.110	0.900	0	0.907
AKT2	PIK3CA	9606.ENSP00000375892	9606.ENSP00000263967	0	0	0	0	0	0.098	0.900	0	0.905
AKT2	TP53	9606.ENSP00000375892	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0	0.900
AKT2	CHUK	9606.ENSP00000375892	9606.ENSP00000359424	0	0	0	0.600	0	0	0.900	0	0.900
AKT2	BCL2L1	9606.ENSP00000375892	9606.ENSP00000365230	0	0	0	0	0	0	0.900	0	0.900
AKT2	PIK3CD	9606.ENSP00000375892	9606.ENSP00000366563	0	0	0	0	0	0.286	0.900	0	0.925
AKT2	BAD	9606.ENSP00000375892	9606.ENSP00000378040	0	0	0	0	0	0.065	0.900	0	0.902
AKT2	IKBKG	9606.ENSP00000375892	9606.ENSP00000483825	0	0	0	0	0	0.072	0.900	0	0.903
AKT2	RAF1	9606.ENSP00000375892	9606.ENSP00000401888	0	0	0	0.586	0	0.045	0.900	0	0.900
AKT2	IKBKB	9606.ENSP00000375892	9606.ENSP00000430684	0	0	0	0.604	0	0	0.900	0	0.900
AKT2	CDKN1A	9606.ENSP00000375892	9606.ENSP00000384849	0	0	0	0	0	0.296	0.900	0	0.926
AKT2	AKT3	9606.ENSP00000375892	9606.ENSP00000500582	0	0	0	0.979	0	0.162	0.900	0	0.912
AKT2	PIK3R1	9606.ENSP00000375892	9606.ENSP00000428056	0	0	0	0	0	0.093	0.900	0	0.905
AKT2	PIK3CB	9606.ENSP00000375892	9606.ENSP00000501150	0	0	0	0	0	0.276	0.900	0	0.924
AKT3	MAPK1	9606.ENSP00000500582	9606.ENSP00000215832	0	0	0	0.601	0	0.110	0.900	0	0.907
AKT3	PIK3R2	9606.ENSP00000500582	9606.ENSP00000222254	0	0	0	0	0	0.093	0.900	0	0.905
AKT3	CDKN1B	9606.ENSP00000500582	9606.ENSP00000228872	0	0	0	0	0	0.047	0.900	0	0.900
AKT3	MDM2	9606.ENSP00000500582	9606.ENSP00000258149	0	0	0	0	0	0.050	0.900	0	0.900
AKT3	PIK3R3	9606.ENSP00000500582	9606.ENSP00000262741	0	0	0	0	0	0.093	0.900	0	0.905
AKT3	MAPK3	9606.ENSP00000500582	9606.ENSP00000263025	0	0	0	0.595	0	0.110	0.900	0	0.907
AKT3	PIK3CA	9606.ENSP00000500582	9606.ENSP00000263967	0	0	0	0	0	0.098	0.900	0	0.905
AKT3	TP53	9606.ENSP00000500582	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0	0.900
AKT3	CHUK	9606.ENSP00000500582	9606.ENSP00000359424	0	0	0	0.591	0	0	0.900	0	0.900
AKT3	BCL2L1	9606.ENSP00000500582	9606.ENSP00000365230	0	0	0	0	0	0	0.900	0	0.900
AKT3	PIK3CD	9606.ENSP00000500582	9606.ENSP00000366563	0	0	0	0	0	0.098	0.900	0	0.905
AKT3	BAD	9606.ENSP00000500582	9606.ENSP00000378040	0	0	0	0	0	0.065	0.900	0	0.902
AKT3	CDKN1A	9606.ENSP00000500582	9606.ENSP00000384849	0	0	0	0	0	0.047	0.900	0	0.900
AKT3	RAF1	9606.ENSP00000500582	9606.ENSP00000401888	0	0	0	0.590	0	0.045	0.900	0	0.900
AKT3	PIK3R1	9606.ENSP00000500582	9606.ENSP00000428056	0	0	0	0	0	0.093	0.900	0	0.905
AKT3	IKBKB	9606.ENSP00000500582	9606.ENSP00000430684	0	0	0	0.602	0	0	0.900	0	0.900
AKT3	IKBKG	9606.ENSP00000500582	9606.ENSP00000483825	0	0	0	0	0	0.072	0.900	0	0.903
AKT3	PIK3CB	9606.ENSP00000500582	9606.ENSP00000501150	0	0	0	0	0	0.098	0.900	0	0.905
ARAF	MAPK1	9606.ENSP00000290277	9606.ENSP00000215832	0	0	0	0.592	0	0.110	0.500	0	0.535
ARAF	KRAS	9606.ENSP00000290277	9606.ENSP00000256078	0	0	0	0	0	0.745	0.900	0	0.973
ARAF	MAP2K2	9606.ENSP00000290277	9606.ENSP00000262948	0	0	0	0.575	0	0.925	0.900	0	0.992
ARAF	MAPK3	9606.ENSP00000290277	9606.ENSP00000263025	0	0	0	0.592	0	0.110	0.500	0	0.535
ARAF	PIK3R1	9606.ENSP00000290277	9606.ENSP00000428056	0	0	0	0	0	0.536	0	0	0.536
ARAF	MAP2K1	9606.ENSP00000290277	9606.ENSP00000302486	0	0	0	0.577	0	0.911	0.900	0	0.990
ARAF	NRAS	9606.ENSP00000290277	9606.ENSP00000358548	0	0	0	0	0	0.568	0.900	0	0.955
ARAF	RAF1	9606.ENSP00000290277	9606.ENSP00000401888	0	0	0	0.959	0	0.786	0.900	0	0.977
ARAF	HRAS	9606.ENSP00000290277	9606.ENSP00000407586	0	0	0	0	0	0.809	0.900	0	0.980
ARAF	BRAF	9606.ENSP00000290277	9606.ENSP00000419060	0	0	0	0.954	0	0.880	0.900	0	0.987
BAD	MAPK1	9606.ENSP00000378040	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.900
BAD	MAPK3	9606.ENSP00000378040	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0	0.900
BAD	BAX	9606.ENSP00000378040	9606.ENSP00000293288	0	0	0	0	0	0.578	0	0	0.578
BAD	MAP2K1	9606.ENSP00000378040	9606.ENSP00000302486	0	0	0	0	0	0	0.900	0	0.900
BAD	BCL2L1	9606.ENSP00000378040	9606.ENSP00000365230	0	0	0	0	0	0.999	0.900	0	0.999
BAD	RAF1	9606.ENSP00000378040	9606.ENSP00000401888	0	0	0	0	0	0.828	0.900	0	0.982
BAK1	TP53	9606.ENSP00000363591	9606.ENSP00000269305	0	0	0	0	0	0.791	0.900	0	0.978
BAK1	BAX	9606.ENSP00000363591	9606.ENSP00000293288	0	0	0	0.650	0	0.836	0.900	0	0.982
BAK1	BCL2L1	9606.ENSP00000363591	9606.ENSP00000365230	0	0	0	0.683	0	0.996	0.900	0	0.999
BAX	TP53	9606.ENSP00000293288	9606.ENSP00000269305	0	0	0	0	0	0.782	0.900	0	0.977
BAX	BCL2L1	9606.ENSP00000293288	9606.ENSP00000365230	0	0	0	0.639	0	0.999	0.900	0	0.999
BCL2L1	KRAS	9606.ENSP00000365230	9606.ENSP00000256078	0	0	0	0	0	0.165	0.900	0	0.912
BCL2L1	TP53	9606.ENSP00000365230	9606.ENSP00000269305	0	0	0	0	0	0.986	0	0	0.986
BCL2L1	STAT5B	9606.ENSP00000365230	9606.ENSP00000293328	0	0	0	0	0	0.071	0.500	0	0.515
BCL2L1	STAT5A	9606.ENSP00000365230	9606.ENSP00000341208	0	0	0	0	0	0.071	0.500	0	0.515
BCL2L1	PTPN11	9606.ENSP00000365230	9606.ENSP00000489597	0	0	0	0	0	0	0.500	0	0.499
BCL2L1	RAF1	9606.ENSP00000365230	9606.ENSP00000401888	0	0	0	0	0	0.677	0	0	0.677
BCR	PIK3CA	9606.ENSP00000303507	9606.ENSP00000263967	0	0	0	0	0	0	0.500	0	0.499
BCR	CBL	9606.ENSP00000303507	9606.ENSP00000264033	0	0	0	0	0	0.683	0.900	0	0.966
BCR	SHC2	9606.ENSP00000303507	9606.ENSP00000264554	0	0	0	0	0	0	0.900	0	0.900
BCR	TP53	9606.ENSP00000303507	9606.ENSP00000269305	0	0	0	0	0	0.420	0	0	0.420
BCR	STAT5B	9606.ENSP00000303507	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0	0.900
BCR	CRK	9606.ENSP00000303507	9606.ENSP00000300574	0	0	0	0	0	0.395	0.900	0	0.936
BCR	SOS1	9606.ENSP00000303507	9606.ENSP00000384675	0	0	0	0	0	0.510	0	0	0.510
BCR	GAB2	9606.ENSP00000303507	9606.ENSP00000354952	0	0	0	0	0	0.292	0.500	0	0.630
BCR	PIK3R1	9606.ENSP00000303507	9606.ENSP00000428056	0	0	0	0.553	0	0.480	0.500	0	0.728
BCR	SHC4	9606.ENSP00000303507	9606.ENSP00000329668	0	0	0	0	0	0	0.900	0	0.900
BCR	SHC3	9606.ENSP00000303507	9606.ENSP00000364995	0	0	0	0	0	0	0.900	0	0.900
BCR	STAT5A	9606.ENSP00000303507	9606.ENSP00000341208	0	0	0	0	0	0	0.900	0	0.900
BCR	SHC1	9606.ENSP00000303507	9606.ENSP00000401303	0	0	0	0	0	0.163	0.900	0	0.912
BCR	CRKL	9606.ENSP00000303507	9606.ENSP00000346300	0	0	0	0	0	0.624	0.900	0	0.960
BCR	GRB2	9606.ENSP00000303507	9606.ENSP00000376345	0	0	0	0	0	0.887	0.900	0	0.988
BRAF	MAPK1	9606.ENSP00000419060	9606.ENSP00000215832	0	0	0	0.586	0	0.647	0.700	0	0.889
BRAF	KRAS	9606.ENSP00000419060	9606.ENSP00000256078	0	0	0	0	0	0.870	0.900	0	0.986
BRAF	MAP2K2	9606.ENSP00000419060	9606.ENSP00000262948	0	0	0	0.575	0	0.904	0.900	0	0.990
BRAF	MAPK3	9606.ENSP00000419060	9606.ENSP00000263025	0	0	0	0.579	0	0.653	0.700	0	0.891
BRAF	CRK	9606.ENSP00000419060	9606.ENSP00000300574	0	0	0	0	0	0.050	0.500	0	0.504
BRAF	MAP2K1	9606.ENSP00000419060	9606.ENSP00000302486	0	0	0	0.580	0	0.996	0.900	0	0.999
BRAF	CRKL	9606.ENSP00000419060	9606.ENSP00000346300	0	0	0	0	0	0.050	0.500	0	0.504
BRAF	NRAS	9606.ENSP00000419060	9606.ENSP00000358548	0	0	0	0	0	0.871	0.900	0	0.986
BRAF	RAF1	9606.ENSP00000419060	9606.ENSP00000401888	0	0	0	0.945	0	0.927	0.900	0	0.992
BRAF	HRAS	9606.ENSP00000419060	9606.ENSP00000407586	0	0	0	0	0	0.921	0.900	0	0.991
CBL	PIK3R2	9606.ENSP00000264033	9606.ENSP00000222254	0	0	0	0	0	0.846	0.650	0	0.943
CBL	PIK3R3	9606.ENSP00000264033	9606.ENSP00000262741	0	0	0	0	0	0.452	0.650	0	0.800
CBL	PIK3CA	9606.ENSP00000264033	9606.ENSP00000263967	0	0	0	0	0	0.629	0.650	0	0.864
CBL	PIK3CD	9606.ENSP00000264033	9606.ENSP00000366563	0	0	0	0	0	0.045	0.650	0	0.651
CBL	GAB2	9606.ENSP00000264033	9606.ENSP00000354952	0	0	0	0	0	0	0.500	0	0.499
CBL	STAT5A	9606.ENSP00000264033	9606.ENSP00000341208	0	0	0	0	0	0.613	0	0	0.613
CBL	SOS1	9606.ENSP00000264033	9606.ENSP00000384675	0	0	0	0	0	0.297	0.500	0	0.633
CBL	PIK3CB	9606.ENSP00000264033	9606.ENSP00000501150	0	0	0	0	0	0.629	0.650	0	0.864
CBL	PTPN11	9606.ENSP00000264033	9606.ENSP00000489597	0	0	0	0	0	0.644	0.500	0	0.814
CBL	TGFBR2	9606.ENSP00000264033	9606.ENSP00000351905	0	0	0	0	0	0.555	0.900	0	0.953
CBL	SHC1	9606.ENSP00000264033	9606.ENSP00000401303	0	0	0	0	0	0.877	0.500	0	0.936
CBL	GRB2	9606.ENSP00000264033	9606.ENSP00000376345	0	0	0	0	0	0.996	0.900	0	0.999
CBL	CRKL	9606.ENSP00000264033	9606.ENSP00000346300	0	0	0	0	0	0.993	0.800	0	0.998
CBL	CRK	9606.ENSP00000264033	9606.ENSP00000300574	0	0	0	0	0	0.930	0.800	0	0.985
CBL	PIK3R1	9606.ENSP00000264033	9606.ENSP00000428056	0	0	0	0	0	0.994	0.650	0	0.998
CCND1	RUNX1	9606.ENSP00000227507	9606.ENSP00000300305	0	0	0	0	0	0	0.500	0	0.499
CCND1	RELA	9606.ENSP00000227507	9606.ENSP00000384273	0	0	0	0	0	0.510	0	0	0.510
CCND1	HDAC1	9606.ENSP00000227507	9606.ENSP00000362649	0	0	0	0	0	0.601	0	0	0.601
CCND1	E2F2	9606.ENSP00000227507	9606.ENSP00000355249	0	0	0	0	0	0.068	0.500	0	0.514
CCND1	E2F3	9606.ENSP00000227507	9606.ENSP00000262904	0	0	0	0	0	0.068	0.500	0	0.514
CCND1	E2F1	9606.ENSP00000227507	9606.ENSP00000345571	0	0	0	0	0	0.068	0.500	0	0.514
CCND1	MYC	9606.ENSP00000227507	9606.ENSP00000478887	0	0	0	0	0	0	0.400	0	0.400
CCND1	RB1	9606.ENSP00000227507	9606.ENSP00000267163	0	0	0	0	0	0.932	0.900	0	0.992
CCND1	CDKN2A	9606.ENSP00000227507	9606.ENSP00000418915	0	0	0	0	0	0.726	0.900	0	0.971
CCND1	CDKN1B	9606.ENSP00000227507	9606.ENSP00000228872	0	0	0	0	0	0.991	0.900	0	0.999
CCND1	CDK4	9606.ENSP00000227507	9606.ENSP00000257904	0	0	0	0	0	0.999	0.900	0	0.999
CCND1	CDK6	9606.ENSP00000227507	9606.ENSP00000265734	0	0	0	0	0	0.995	0.900	0	0.999
CCND1	CDKN1A	9606.ENSP00000227507	9606.ENSP00000384849	0	0	0	0	0	0.996	0.900	0	0.999
CDK4	CDKN1B	9606.ENSP00000257904	9606.ENSP00000228872	0	0	0	0	0	0.999	0.900	0	0.999
CDK4	E2F2	9606.ENSP00000257904	9606.ENSP00000355249	0	0	0	0	0	0.091	0.500	0	0.526
CDK4	E2F3	9606.ENSP00000257904	9606.ENSP00000262904	0	0	0	0	0	0.091	0.500	0	0.526
CDK4	SMAD3	9606.ENSP00000257904	9606.ENSP00000332973	0	0	0	0	0	0.597	0	0	0.597
CDK4	E2F1	9606.ENSP00000257904	9606.ENSP00000345571	0	0	0	0	0	0.091	0.500	0	0.526
CDK4	MYC	9606.ENSP00000257904	9606.ENSP00000478887	0	0	0	0	0	0.642	0	0	0.642
CDK4	TP53	9606.ENSP00000257904	9606.ENSP00000269305	0	0	0	0	0	0.554	0	0	0.554
CDK4	RB1	9606.ENSP00000257904	9606.ENSP00000267163	0	0	0	0	0	0.994	0.900	0	0.999
CDK4	CDKN2A	9606.ENSP00000257904	9606.ENSP00000418915	0	0	0	0	0	0.994	0.900	0	0.999
CDK4	CDKN1A	9606.ENSP00000257904	9606.ENSP00000384849	0	0	0	0	0	0.999	0.900	0	0.999
CDK4	CDK6	9606.ENSP00000257904	9606.ENSP00000265734	0	0	0	0.970	0	0.720	0.900	0	0.970
CDK6	CDKN1B	9606.ENSP00000265734	9606.ENSP00000228872	0	0	0	0	0	0.994	0.900	0	0.999
CDK6	E2F3	9606.ENSP00000265734	9606.ENSP00000262904	0	0	0	0	0	0.091	0.500	0	0.526
CDK6	E2F2	9606.ENSP00000265734	9606.ENSP00000355249	0	0	0	0	0	0.091	0.500	0	0.526
CDK6	RUNX1	9606.ENSP00000265734	9606.ENSP00000300305	0	0	0	0	0	0.603	0.700	0	0.875
CDK6	E2F1	9606.ENSP00000265734	9606.ENSP00000345571	0	0	0	0	0	0.091	0.500	0	0.526
CDK6	RB1	9606.ENSP00000265734	9606.ENSP00000267163	0	0	0	0	0	0.871	0.900	0	0.986
CDK6	CDKN1A	9606.ENSP00000265734	9606.ENSP00000384849	0	0	0	0	0	0.994	0.900	0	0.999
CDK6	CDKN2A	9606.ENSP00000265734	9606.ENSP00000418915	0	0	0	0	0	0.999	0.900	0	0.999
CDKN1A	CDKN1B	9606.ENSP00000384849	9606.ENSP00000228872	0	0	0	0.732	0	0.642	0.900	0	0.962
CDKN1A	GADD45G	9606.ENSP00000384849	9606.ENSP00000252506	0	0	0	0	0	0.513	0	0	0.513
CDKN1A	MDM2	9606.ENSP00000384849	9606.ENSP00000258149	0	0	0	0	0	0.848	0	0	0.848
CDKN1A	E2F3	9606.ENSP00000384849	9606.ENSP00000262904	0	0	0	0	0	0	0.500	0	0.499
CDKN1A	RB1	9606.ENSP00000384849	9606.ENSP00000267163	0	0	0	0	0	0.332	0.500	0	0.652
CDKN1A	TP53	9606.ENSP00000384849	9606.ENSP00000269305	0	0	0	0	0	0.925	0.900	0	0.992
CDKN1A	STAT5B	9606.ENSP00000384849	9606.ENSP00000293328	0	0	0	0	0	0.097	0.750	0	0.764
CDKN1A	SMAD3	9606.ENSP00000384849	9606.ENSP00000332973	0	0	0	0	0	0.292	0.500	0	0.630
CDKN1A	STAT5A	9606.ENSP00000384849	9606.ENSP00000341208	0	0	0	0	0	0	0.750	0	0.750
CDKN1A	SMAD4	9606.ENSP00000384849	9606.ENSP00000341551	0	0	0	0	0	0.600	0.500	0	0.791
CDKN1A	E2F1	9606.ENSP00000384849	9606.ENSP00000345571	0	0	0	0	0	0.226	0.500	0	0.596
CDKN1A	E2F2	9606.ENSP00000384849	9606.ENSP00000355249	0	0	0	0	0	0	0.500	0	0.499
CDKN1A	GADD45A	9606.ENSP00000384849	9606.ENSP00000360025	0	0	0	0	0	0.625	0	0	0.625
CDKN1A	HDAC1	9606.ENSP00000384849	9606.ENSP00000362649	0	0	0	0	0	0.775	0	0	0.775
CDKN1A	RELA	9606.ENSP00000384849	9606.ENSP00000384273	0	0	0	0	0	0.512	0	0	0.512
CDKN1A	PIK3R1	9606.ENSP00000384849	9606.ENSP00000428056	0	0	0	0	0	0	0.400	0	0.400
CDKN1A	CDKN2A	9606.ENSP00000384849	9606.ENSP00000418915	0	0	0	0	0	0.049	0.500	0	0.504
CDKN1A	MYC	9606.ENSP00000384849	9606.ENSP00000478887	0	0	0	0	0	0.320	0.500	0	0.645
CDKN1B	MAPK1	9606.ENSP00000228872	9606.ENSP00000215832	0	0	0	0	0	0	0.750	0	0.750
CDKN1B	E2F2	9606.ENSP00000228872	9606.ENSP00000355249	0	0	0	0	0	0	0.500	0	0.499
CDKN1B	E2F3	9606.ENSP00000228872	9606.ENSP00000262904	0	0	0	0	0	0	0.500	0	0.499
CDKN1B	E2F1	9606.ENSP00000228872	9606.ENSP00000345571	0	0	0	0	0	0	0.500	0	0.499
CDKN1B	RB1	9606.ENSP00000228872	9606.ENSP00000267163	0	0	0	0	0	0.096	0.500	0	0.528
CDKN1B	GRB2	9606.ENSP00000228872	9606.ENSP00000376345	0	0	0	0	0	0.611	0	0	0.611
CDKN1B	DDB2	9606.ENSP00000228872	9606.ENSP00000256996	0	0	0	0	0	0	0.900	0	0.900
CDKN1B	CDKN2A	9606.ENSP00000228872	9606.ENSP00000418915	0	0	0	0	0	0.049	0.500	0	0.504
CDKN1B	TP53	9606.ENSP00000228872	9606.ENSP00000269305	0	0	0	0	0	0.076	0.900	0	0.903
CDKN2A	KRAS	9606.ENSP00000418915	9606.ENSP00000256078	0	0	0	0	0	0.102	0.900	0	0.906
CDKN2A	MDM2	9606.ENSP00000418915	9606.ENSP00000258149	0	0	0	0	0	0.992	0.900	0	0.999
CDKN2A	TP53	9606.ENSP00000418915	9606.ENSP00000269305	0	0	0	0	0	0.874	0.900	0	0.986
CDKN2A	E2F1	9606.ENSP00000418915	9606.ENSP00000345571	0	0	0	0	0	0.621	0	0	0.621
CDKN2A	NRAS	9606.ENSP00000418915	9606.ENSP00000358548	0	0	0	0	0	0.102	0.900	0	0.906
CDKN2A	HRAS	9606.ENSP00000418915	9606.ENSP00000407586	0	0	0	0	0	0.160	0.900	0	0.912
CDKN2A	MYC	9606.ENSP00000418915	9606.ENSP00000478887	0	0	0	0	0	0.783	0.900	0	0.977
CHUK	NFKBIA	9606.ENSP00000359424	9606.ENSP00000216797	0	0	0	0	0	0.994	0.900	0	0.999
CHUK	NFKB1	9606.ENSP00000359424	9606.ENSP00000226574	0	0	0	0	0	0.854	0.900	0	0.984
CHUK	TP53	9606.ENSP00000359424	9606.ENSP00000269305	0	0	0	0	0	0.345	0.500	0	0.658
CHUK	MYC	9606.ENSP00000359424	9606.ENSP00000478887	0	0	0	0	0	0.542	0	0	0.542
CHUK	RELA	9606.ENSP00000359424	9606.ENSP00000384273	0	0	0	0	0	0.880	0.900	0	0.987
CHUK	IKBKB	9606.ENSP00000359424	9606.ENSP00000430684	0	0	0	0.941	0	0.994	0.900	0	0.999
CHUK	IKBKG	9606.ENSP00000359424	9606.ENSP00000483825	0	0	0	0	0	0.994	0.900	0	0.999
CRK	SOS2	9606.ENSP00000300574	9606.ENSP00000216373	0	0	0	0	0	0.521	0	0	0.521
CRK	PIK3R2	9606.ENSP00000300574	9606.ENSP00000222254	0	0	0	0	0	0.632	0.650	0	0.865
CRK	PIK3R3	9606.ENSP00000300574	9606.ENSP00000262741	0	0	0	0	0	0.616	0.650	0	0.860
CRK	PIK3CA	9606.ENSP00000300574	9606.ENSP00000263967	0	0	0	0	0	0.176	0.650	0	0.699
CRK	PIK3CD	9606.ENSP00000300574	9606.ENSP00000366563	0	0	0	0	0	0.176	0.650	0	0.699
CRK	PIK3CB	9606.ENSP00000300574	9606.ENSP00000501150	0	0	0	0	0	0.226	0.650	0	0.717
CRK	SOS1	9606.ENSP00000300574	9606.ENSP00000384675	0	0	0	0	0	0.852	0	0	0.852
CRK	SHC1	9606.ENSP00000300574	9606.ENSP00000401303	0	0	0	0.585	0	0.770	0	0	0.770
CRK	CRKL	9606.ENSP00000300574	9606.ENSP00000346300	0	0	0	0.952	0	0	0.900	0	0.900
CRK	PIK3R1	9606.ENSP00000300574	9606.ENSP00000428056	0	0	0	0	0	0.848	0.650	0	0.944
CRK	GRB2	9606.ENSP00000300574	9606.ENSP00000376345	0	0	0	0.709	0	0.788	0.500	0	0.889
CRKL	MAPK1	9606.ENSP00000346300	9606.ENSP00000215832	0	0	0	0	0	0.422	0	0	0.422
CRKL	PIK3R2	9606.ENSP00000346300	9606.ENSP00000222254	0	0	0	0	0	0.518	0.650	0	0.824
CRKL	KRAS	9606.ENSP00000346300	9606.ENSP00000256078	0	0	0	0	0	0	0.500	0	0.499
